,id,latitude,longitude,bike_scores,walk_scores,property_page_links,transit_scores
4903,52691430,39.748386,-105.020882,69,78,https://www.walkscore.com/score/loc/lat=39.748386/lng=-105.020882/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
4904,52691431,39.748386,-105.020882,69,78,https://www.walkscore.com/score/loc/lat=39.748386/lng=-105.020882/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
4905,52465387,39.75739,-105.00272,95,86,https://www.walkscore.com/score/loc/lat=39.75739/lng=-105.00272/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,83.0
4906,52691434,39.74873,-105.018608,71,66,https://www.walkscore.com/score/loc/lat=39.74873/lng=-105.018608/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,65.0
4907,52089689,39.67649,-104.96899,88,81,https://www.walkscore.com/score/loc/lat=39.67649/lng=-104.96899/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
4908,52107247,39.74107,-104.97134,92,96,https://www.walkscore.com/score/loc/lat=39.74107/lng=-104.97134/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,56.0
4909,52691435,39.748386,-105.020882,69,78,https://www.walkscore.com/score/loc/lat=39.748386/lng=-105.020882/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
4910,52702783,39.74738,-105.02523,76,83,https://www.walkscore.com/score/loc/lat=39.74738/lng=-105.02523/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,56.0
4911,52475710,39.73336,-104.97409,96,92,https://www.walkscore.com/score/loc/lat=39.73336/lng=-104.97409/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
4912,52111005,39.733883,-104.978386,99,93,https://www.walkscore.com/score/loc/lat=39.733883/lng=-104.978386/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,65.0
4913,52702841,39.7122,-104.97983,95,90,https://www.walkscore.com/score/loc/lat=39.7122/lng=-104.97983/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
4914,52728671,39.75184,-105.03254,75,76,https://www.walkscore.com/score/loc/lat=39.75184/lng=-105.03254/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,42.0
4915,52729916,39.7517988,-105.003911,90,90,https://www.walkscore.com/score/loc/lat=39.7517988/lng=-105.003911/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,88.0
4916,52487027,39.78654,-105.03488,68,68,https://www.walkscore.com/score/loc/lat=39.78654/lng=-105.03488/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,38.0
4917,52112116,39.6792,-105.00062,69,47,https://www.walkscore.com/score/loc/lat=39.6792/lng=-105.00062/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
4918,52488074,39.70474,-105.01715,59,60,https://www.walkscore.com/score/loc/lat=39.70474/lng=-105.01715/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
4919,52731425,39.65414,-104.92679,73,65,https://www.walkscore.com/score/loc/lat=39.65414/lng=-104.92679/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
4920,52126577,39.73765,-104.95776,92,91,https://www.walkscore.com/score/loc/lat=39.73765/lng=-104.95776/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
4921,52738057,39.6769,-104.98973,80,87,https://www.walkscore.com/score/loc/lat=39.6769/lng=-104.98973/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,63.0
4922,52495939,39.73361,-104.97114,96,89,https://www.walkscore.com/score/loc/lat=39.73361/lng=-104.97114/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
4923,52128500,39.76496,-104.93497,80,61,https://www.walkscore.com/score/loc/lat=39.76496/lng=-104.93497/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,47.0
4924,52129891,39.76921,-105.03631,74,88,https://www.walkscore.com/score/loc/lat=39.76921/lng=-105.03631/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,39.0
4925,52513044,39.773098,-105.052979,67,88,https://www.walkscore.com/score/loc/lat=39.773098/lng=-105.052979/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
4926,52515096,39.73579,-104.96527,90,80,https://www.walkscore.com/score/loc/lat=39.73579/lng=-104.96527/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
4927,52516437,39.76731,-104.96514,93,84,https://www.walkscore.com/score/loc/lat=39.76731/lng=-104.96514/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
4928,52516911,39.75263,-104.9743,98,91,https://www.walkscore.com/score/loc/lat=39.75263/lng=-104.9743/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
4929,52740554,39.76152,-105.01653,90,96,https://www.walkscore.com/score/loc/lat=39.76152/lng=-105.01653/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
4930,52746132,39.67728,-104.95808,79,74,https://www.walkscore.com/score/loc/lat=39.67728/lng=-104.95808/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,48.0
4931,52130786,39.78297,-104.738,51,6,https://www.walkscore.com/score/loc/lat=39.78297/lng=-104.738/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,32.0
4932,52528925,39.718551,-104.948928,86,92,https://www.walkscore.com/score/loc/lat=39.718551/lng=-104.948928/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
4933,52750953,39.77512,-105.04293,67,95,https://www.walkscore.com/score/loc/lat=39.77512/lng=-105.04293/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,34.0
4934,52752760,39.73667,-104.88573,74,60,https://www.walkscore.com/score/loc/lat=39.73667/lng=-104.88573/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,49.0
4935,52755928,39.6839,-104.91597,82,38,https://www.walkscore.com/score/loc/lat=39.6839/lng=-104.91597/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
4936,52756417,39.759975,-104.946281,86,61,https://www.walkscore.com/score/loc/lat=39.759975/lng=-104.946281/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,48.0
4937,52757067,39.75106,-104.97401,96,90,https://www.walkscore.com/score/loc/lat=39.75106/lng=-104.97401/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
4938,52757089,39.75251,-104.96727,98,80,https://www.walkscore.com/score/loc/lat=39.75251/lng=-104.96727/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,50.0
4939,52528929,39.718551,-104.948928,86,92,https://www.walkscore.com/score/loc/lat=39.718551/lng=-104.948928/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
4940,52133238,39.7508,-105.00257,91,92,https://www.walkscore.com/score/loc/lat=39.7508/lng=-105.00257/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,89.0
4941,52529425,39.75793,-104.94394,82,56,https://www.walkscore.com/score/loc/lat=39.75793/lng=-104.94394/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,47.0
4942,52534355,39.72074,-104.98708,96,96,https://www.walkscore.com/score/loc/lat=39.72074/lng=-104.98708/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
4943,52536193,39.78271,-104.74703,51,16,https://www.walkscore.com/score/loc/lat=39.78271/lng=-104.74703/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
4944,52541598,39.7708317,-105.0443717,70,95,https://www.walkscore.com/score/loc/lat=39.7708317/lng=-105.0443717/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
4945,52549885,39.74322,-104.96736,92,92,https://www.walkscore.com/score/loc/lat=39.74322/lng=-104.96736/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
4946,52555125,39.69637,-104.91033,80,75,https://www.walkscore.com/score/loc/lat=39.69637/lng=-104.91033/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
4947,52777556,39.76441,-105.0429,75,84,https://www.walkscore.com/score/loc/lat=39.76441/lng=-105.0429/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,35.0
4948,52780313,39.74377,-104.96732,97,89,https://www.walkscore.com/score/loc/lat=39.74377/lng=-104.96732/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
4949,52782322,39.80945,-104.7774,33,10,https://www.walkscore.com/score/loc/lat=39.80945/lng=-104.7774/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
4950,52787514,39.76094,-104.97932,99,95,https://www.walkscore.com/score/loc/lat=39.76094/lng=-104.97932/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
4951,52787606,39.68359,-104.93291,59,60,https://www.walkscore.com/score/loc/lat=39.68359/lng=-104.93291/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
4952,52791590,39.76945,-105.05135,68,90,https://www.walkscore.com/score/loc/lat=39.76945/lng=-105.05135/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
4953,52809137,39.724,-104.95528,81,80,https://www.walkscore.com/score/loc/lat=39.724/lng=-104.95528/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,42.0
4954,52810523,39.74396,-104.96833,96,93,https://www.walkscore.com/score/loc/lat=39.74396/lng=-104.96833/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
4955,52555675,39.70464,-104.91017,60,67,https://www.walkscore.com/score/loc/lat=39.70464/lng=-104.91017/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,43.0
4956,52145236,39.78057,-105.05264,64,69,https://www.walkscore.com/score/loc/lat=39.78057/lng=-105.05264/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,33.0
4957,52560231,39.718551,-104.948928,86,92,https://www.walkscore.com/score/loc/lat=39.718551/lng=-104.948928/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
4958,52822945,39.748695,-105.018608,71,66,https://www.walkscore.com/score/loc/lat=39.748695/lng=-105.018608/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,65.0
4959,52147153,39.74796,-104.96813,98,89,https://www.walkscore.com/score/loc/lat=39.74796/lng=-104.96813/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
4960,52825677,39.73969,-104.96958,94,96,https://www.walkscore.com/score/loc/lat=39.73969/lng=-104.96958/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,55.0
4961,52569880,39.76718,-104.97911,98,92,https://www.walkscore.com/score/loc/lat=39.76718/lng=-104.97911/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,56.0
4962,52828018,39.776138,-105.040291,67,94,https://www.walkscore.com/score/loc/lat=39.776138/lng=-105.040291/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,33.0
4963,52152318,39.71845,-104.98704,96,96,https://www.walkscore.com/score/loc/lat=39.71845/lng=-104.98704/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
4964,52829250,39.78998565673828,-104.9846420288086,44,44,https://www.walkscore.com/score/loc/lat=39.78998565673828/lng=-104.9846420288086/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,31.0
4965,52836426,39.76604,-104.94009,80,69,https://www.walkscore.com/score/loc/lat=39.76604/lng=-104.94009/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
4966,52839360,39.73773,-105.05136,78,78,https://www.walkscore.com/score/loc/lat=39.73773/lng=-105.05136/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
4967,52573019,39.71393,-105.05102,74,78,https://www.walkscore.com/score/loc/lat=39.71393/lng=-105.05102/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
4968,52583616,39.71156,-104.94288,95,84,https://www.walkscore.com/score/loc/lat=39.71156/lng=-104.94288/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
4969,53012227,39.65716,-105.0389,67,31,https://www.walkscore.com/score/loc/lat=39.65716/lng=-105.0389/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,35.0
4970,53032492,39.757935,-105.01548,86,94,https://www.walkscore.com/score/loc/lat=39.757935/lng=-105.01548/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,66.0
4971,53032494,39.757935,-105.01548,86,94,https://www.walkscore.com/score/loc/lat=39.757935/lng=-105.01548/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,66.0
4972,52839861,39.73985,-105.05117,91,82,https://www.walkscore.com/score/loc/lat=39.73985/lng=-105.05117/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,52.0
4973,52152353,39.71171,-105.05255,75,80,https://www.walkscore.com/score/loc/lat=39.71171/lng=-105.05255/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
4974,52842456,39.776287,-105.052078,66,85,https://www.walkscore.com/score/loc/lat=39.776287/lng=-105.052078/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,32.0
4975,53044457,39.71313,-104.98801,96,97,https://www.walkscore.com/score/loc/lat=39.71313/lng=-104.98801/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,65.0
4976,52152831,39.75241,-104.97867,99,93,https://www.walkscore.com/score/loc/lat=39.75241/lng=-104.97867/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,67.0
4977,53059477,39.71272,-105.02338,61,81,https://www.walkscore.com/score/loc/lat=39.71272/lng=-105.02338/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
4978,53060785,39.73309,-104.9466,91,71,https://www.walkscore.com/score/loc/lat=39.73309/lng=-104.9466/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
4979,53063448,39.75714,-105.02817,79,84,https://www.walkscore.com/score/loc/lat=39.75714/lng=-105.02817/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
4980,53067885,39.76748,-104.97244,98,95,https://www.walkscore.com/score/loc/lat=39.76748/lng=-104.97244/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
4981,53072505,39.73434,-104.98056,99,93,https://www.walkscore.com/score/loc/lat=39.73434/lng=-104.98056/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,70.0
4982,53073798,39.74106,-105.03455,95,78,https://www.walkscore.com/score/loc/lat=39.74106/lng=-105.03455/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
4983,53075011,39.80018,-104.88169,57,21,https://www.walkscore.com/score/loc/lat=39.80018/lng=-104.88169/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,26.0
4984,53075473,39.74117,-104.96585,91,95,https://www.walkscore.com/score/loc/lat=39.74117/lng=-104.96585/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
4985,53093961,39.71727,-104.99113,89,94,https://www.walkscore.com/score/loc/lat=39.71727/lng=-104.99113/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,60.0
4986,52845989,39.735264,-104.945389,91,80,https://www.walkscore.com/score/loc/lat=39.735264/lng=-104.945389/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,53.0
4987,52860054,39.75718,-104.92305,85,66,https://www.walkscore.com/score/loc/lat=39.75718/lng=-104.92305/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
4988,52876246,39.75652,-105.03931,79,61,https://www.walkscore.com/score/loc/lat=39.75652/lng=-105.03931/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,34.0
4989,52877310,39.76603,-104.95518,84,73,https://www.walkscore.com/score/loc/lat=39.76603/lng=-104.95518/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
4990,53096483,39.75495,-104.98145,99,94,https://www.walkscore.com/score/loc/lat=39.75495/lng=-104.98145/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,64.0
4991,53097024,39.7193,-104.99586,80,89,https://www.walkscore.com/score/loc/lat=39.7193/lng=-104.99586/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
4992,52168281,39.69475,-104.92849,80,47,https://www.walkscore.com/score/loc/lat=39.69475/lng=-104.92849/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
4993,53105498,39.72508,-105.03728,80,57,https://www.walkscore.com/score/loc/lat=39.72508/lng=-105.03728/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
4994,53106044,39.74968,-104.98284,98,95,https://www.walkscore.com/score/loc/lat=39.74968/lng=-104.98284/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,79.0
4995,52879958,39.72823,-104.93222,76,63,https://www.walkscore.com/score/loc/lat=39.72823/lng=-104.93222/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,40.0
4996,52885843,39.6713,-104.98448,62,80,https://www.walkscore.com/score/loc/lat=39.6713/lng=-104.98448/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
4997,52895141,39.744488,-104.98922,95,98,https://www.walkscore.com/score/loc/lat=39.744488/lng=-104.98922/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,84.0
4998,52896162,39.71571,-104.98936,93,93,https://www.walkscore.com/score/loc/lat=39.71571/lng=-104.98936/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,62.0
4999,52931166,39.7708317,-105.0443717,70,95,https://www.walkscore.com/score/loc/lat=39.7708317/lng=-105.0443717/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
5000,53106433,39.65681,-104.93858,75,47,https://www.walkscore.com/score/loc/lat=39.65681/lng=-104.93858/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,34.0
5001,53299404,39.713783,-104.977211,98,85,https://www.walkscore.com/score/loc/lat=39.713783/lng=-104.977211/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,51.0
5002,53306010,39.7696315,-105.0327391,70,87,https://www.walkscore.com/score/loc/lat=39.7696315/lng=-105.0327391/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,41.0
5003,53306087,39.7492252,-104.9864392,95,96,https://www.walkscore.com/score/loc/lat=39.7492252/lng=-104.9864392/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,83.0
5004,53106832,39.71391,-104.98559,94,95,https://www.walkscore.com/score/loc/lat=39.71391/lng=-104.98559/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,62.0
5005,52948940,39.706413,-104.973625,88,68,https://www.walkscore.com/score/loc/lat=39.706413/lng=-104.973625/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
5006,52951187,39.77579,-104.99973,82,72,https://www.walkscore.com/score/loc/lat=39.77579/lng=-104.99973/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,47.0
5007,52954525,39.68157,-104.98781,73,87,https://www.walkscore.com/score/loc/lat=39.68157/lng=-104.98781/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,62.0
5008,52954830,39.69845,-105.02186,61,81,https://www.walkscore.com/score/loc/lat=39.69845/lng=-105.02186/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,42.0
5009,52956494,39.78483,-105.01102,72,68,https://www.walkscore.com/score/loc/lat=39.78483/lng=-105.01102/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
5010,52959691,39.75686,-105.01017,83,96,https://www.walkscore.com/score/loc/lat=39.75686/lng=-105.01017/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,76.0
5011,52964225,39.76226,-104.9719,98,92,https://www.walkscore.com/score/loc/lat=39.76226/lng=-104.9719/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,58.0
5012,52968953,39.74225,-105.03313,91,79,https://www.walkscore.com/score/loc/lat=39.74225/lng=-105.03313/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,56.0
5013,52969120,39.75294,-104.92929,85,70,https://www.walkscore.com/score/loc/lat=39.75294/lng=-104.92929/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,39.0
5014,53111867,39.72341,-105.04483,64,43,https://www.walkscore.com/score/loc/lat=39.72341/lng=-105.04483/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,35.0
5015,53114846,39.65821,-105.06856,44,29,https://www.walkscore.com/score/loc/lat=39.65821/lng=-105.06856/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
5016,53115090,39.8065,-104.86688,27,2,https://www.walkscore.com/score/loc/lat=39.8065/lng=-104.86688/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,0.0
5017,52981523,39.76623,-105.04661,69,88,https://www.walkscore.com/score/loc/lat=39.76623/lng=-105.04661/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,36.0
5018,52983323,39.7505,-105.03032,73,77,https://www.walkscore.com/score/loc/lat=39.7505/lng=-105.03032/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,47.0
5019,52985151,39.73994,-105.00121,95,90,https://www.walkscore.com/score/loc/lat=39.73994/lng=-105.00121/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,80.0
5020,53309020,39.77896,-105.0346,70,85,https://www.walkscore.com/score/loc/lat=39.77896/lng=-105.0346/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,37.0
5021,52991744,39.76052,-104.99894,97,79,https://www.walkscore.com/score/loc/lat=39.76052/lng=-104.99894/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,78.0
5022,53003310,39.76106,-104.9832,99,97,https://www.walkscore.com/score/loc/lat=39.76106/lng=-104.9832/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,59.0
5023,53127292,39.75449,-104.98826,99,98,https://www.walkscore.com/score/loc/lat=39.75449/lng=-104.98826/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,76.0
5024,53129290,39.75184,-104.98462,99,96,https://www.walkscore.com/score/loc/lat=39.75184/lng=-104.98462/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,80.0
5025,53313498,39.78049,-105.02454,70,70,https://www.walkscore.com/score/loc/lat=39.78049/lng=-105.02454/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,40.0
5026,53009654,39.72367,-104.97588,97,85,https://www.walkscore.com/score/loc/lat=39.72367/lng=-104.97588/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,47.0
5027,53638870,39.7624566,-105.0114738,89,96,https://www.walkscore.com/score/loc/lat=39.7624566/lng=-105.0114738/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,64.0
5028,53320942,39.75028,-104.88028,64,80,https://www.walkscore.com/score/loc/lat=39.75028/lng=-104.88028/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,44.0
5029,53645841,39.75138,-104.97933,98,94,https://www.walkscore.com/score/loc/lat=39.75138/lng=-104.97933/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,70.0
5030,53646172,39.73029,-105.0422,63,42,https://www.walkscore.com/score/loc/lat=39.73029/lng=-105.0422/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,45.0
5031,53656402,39.66014,-104.95938,62,54,https://www.walkscore.com/score/loc/lat=39.66014/lng=-104.95938/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,28.0
5032,53130803,39.68622,-104.98705,78,86,https://www.walkscore.com/score/loc/lat=39.68622/lng=-104.98705/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,57.0
5033,53130877,39.74309,-105.02958,88,80,https://www.walkscore.com/score/loc/lat=39.74309/lng=-105.02958/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,59.0
5034,53132938,39.70557022094727,-104.98189544677734,86,77,https://www.walkscore.com/score/loc/lat=39.70557022094727/lng=-104.98189544677734/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,63.0
5035,53133007,39.77294,-105.00559,95,89,https://www.walkscore.com/score/loc/lat=39.77294/lng=-105.00559/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,46.0
5036,53135144,39.73845,-104.94323,82,87,https://www.walkscore.com/score/loc/lat=39.73845/lng=-104.94323/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
5037,53661358,39.76316,-104.96423,94,80,https://www.walkscore.com/score/loc/lat=39.76316/lng=-104.96423/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,54.0
5038,53676526,39.75308,-105.03671,81,73,https://www.walkscore.com/score/loc/lat=39.75308/lng=-105.03671/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,38.0
5039,53322660,39.75399,-105.02099,83,90,https://www.walkscore.com/score/loc/lat=39.75399/lng=-105.02099/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,49.0
5040,53683167,39.75365,-104.99993,89,93,https://www.walkscore.com/score/loc/lat=39.75365/lng=-104.99993/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,89.0
5041,53683856,39.6431,-104.90289,66,12,https://www.walkscore.com/score/loc/lat=39.6431/lng=-104.90289/?utm_source=carlhorwitz.github.io&utm_medium=ws_api&utm_campaign=ws_api,47.0
